Name,Category,Packaging,Recyclability,Components Used,Carbon_Footprints,Water_Usage_Liters,Sustainability_Score,Sustainability_Level,Sustainable_Alternative
Mini NAME_8571_1XP 4EC,Daily-use,Plastic bottle (HDPE),Yes,Contains hemp and eco resin,1.1183213583469542,61,74.615,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_8572_MF3 AJX,Electronics,Rigid cardboard box,Yes,Contains recycled wood and colorants,1.1083782083209237,58,99.479,High,Use recycled glass containers that are reusable and easily recyclable.
Eco NAME_8573_H8D R9K,Daily-use,Plastic,No,Contains bioplastic and minor additives,4.046008779498822,157,24.239,Low,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_8574_P9X EQA,Furniture,Corrugated cardboard,Yes,Contains steel and colorants,2.801732487867257,99,98.144,High,Use uncoated recycled paper with eco-friendly printing inks.
Mini NAME_8575_Z4Q WVB,Furniture,Corrugated cardboard,No,Contains hemp and starch base,4.715741768739137,202,49.226,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_8576_NTM 8PX,Food,Laminated foil pouch,Yes,Contains bamboo and adhesives,0.0891120413131341,28,71.624,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Lite NAME_8577_AAF MI6,Food,Laminated foil pouch,Yes,Contains organic cotton and colorants,-0.144055265,27,75.148,High,Adopt bamboo-based packaging that is compostable and renewable.
Smart NAME_8578_P1D EAV,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and colorants,0.1014843668808755,31,79.855,High,Adopt bamboo-based packaging that is compostable and renewable.
Eco NAME_8579_DIY EK5,Food,Laminated foil pouch,Yes,Contains bioplastic and eco resin,2.097918983318859,113,60.686,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Prime NAME_8580_JH8 DI0,Furniture,Corrugated cardboard,Yes,Contains glass and binders,3.091045694546051,93,95.055,High,Use uncoated recycled paper with eco-friendly printing inks.
Mini NAME_8581_O39 1HW,Electronics,Rigid cardboard box,Yes,Contains bioplastic and binders,1.0234704635774754,58,100,High,Use recycled glass containers that are reusable and easily recyclable.
Lite NAME_8582_89M NNK,Food,Laminated foil pouch,Yes,Contains organic cotton and minor additives,1.3579849135465158,65,68.577,Medium,Use recycled glass containers that are reusable and easily recyclable.
Craft NAME_8583_C9E 8IC,Daily-use,Plastic bottle (HDPE),No,Contains bamboo and minor additives,5.977800252597323,164,20.573,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_8584_V4E K89,Electronics,Rigid cardboard box,Yes,Contains organic cotton and eco resin,2.5872838762326134,128,92.996,High,Use eco-friendly packaging alternatives made from renewable materials.
Lite NAME_8585_072 4I5,Furniture,Corrugated cardboard,Yes,Contains glass and colorants,2.9628761363010097,109,97.173,High,Use uncoated recycled paper with eco-friendly printing inks.
Prime NAME_8586_6GV FO8,Food,Laminated foil pouch,Yes,Contains aluminium and starch base,1.165169006371895,51,66.93,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Prime NAME_8587_92H VBT,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and colorants,2.9511066849602896,113,61.618,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Renew NAME_8588_VK2 5HE,Electronics,Rigid cardboard box,Yes,Contains aluminium and minor additives,8.880397970544411,180,63.321,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Eco NAME_8589_G3A 21B,Daily-use,Plastic bottle (HDPE),No,Contains organic cotton and starch base,6.201002182818657,175,18.14,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Plus NAME_8590_DD8 JKI,Food,Laminated foil pouch,Yes,Contains glass and binders,0.1784399727328423,28,72.703,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Plus NAME_8591_HN0 QWD,Daily-use,Aluminum,Yes,Contains organic cotton and starch base,9.200936355039588,185,48.354,Low,Replace with recycled aluminum that saves 90% of energy during production.
Renew NAME_8592_5JP 1B6,Electronics,Rigid cardboard box,Yes,Contains glass and eco resin,1.227655125603227,55,99.924,High,Use recycled glass containers that are reusable and easily recyclable.
Urban NAME_8593_36M AMW,Electronics,Rigid cardboard box,Yes,Contains organic cotton and minor additives,0.815564688938037,59,100,High,Use recycled glass containers that are reusable and easily recyclable.
Prime NAME_8594_1DO SYB,Daily-use,Paper wrap,Yes,Contains hemp and starch base,0.7886006635850246,45,98.266,High,Use uncoated recycled paper with eco-friendly printing inks.
Urban NAME_8595_2XP UE0,Food,Laminated foil pouch,No,Contains aluminium and starch base,5.649527088396433,168,17.191,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_8596_VOP C7F,Daily-use,Plastic,Yes,Contains bamboo and colorants,2.2113092526741824,113,60.707,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Urban NAME_8597_LK6 KLA,Daily-use,Plastic,Yes,Contains bioplastic and colorants,2.8345381451865106,111,62.607,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Prime NAME_8598_67J 8XU,Daily-use,Plastic,No,Contains hemp and starch base,3.60990904184023,138,26.917,Low,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_8599_7UA PHA,Food,Laminated foil pouch,Yes,Contains steel and minor additives,2.472365298193324,107,59.986,Medium,Switch to recycled metal containers with minimal processing waste.
Renew NAME_8600_KOV GF5,Electronics,Rigid cardboard box,Yes,Contains bamboo and eco resin,9.252059282183044,211,63.615,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Eco NAME_8601_36A MNY,Electronics,Rigid cardboard box,Yes,Contains recycled wood and starch base,1.0393630440047796,65,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_8602_TLD PAV,Food,Laminated foil pouch,No,Contains steel and minor additives,4.308789702296272,162,24.63,Low,Use eco-friendly packaging alternatives made from renewable materials.
Smart NAME_8603_6ZY AP0,Food,Laminated foil pouch,No,Contains bioplastic and starch base,5.65175022551545,193,20.365,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_8604_AJF Y4A,Food,Laminated foil pouch,No,Contains bioplastic and colorants,5.868389440895175,192,19.083,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_8605_NRD 3NC,Electronics,Rigid cardboard box,Yes,Contains bioplastic and minor additives,0.372040425636111,30,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Green NAME_8606_KP6 6WB,Electronics,Rigid cardboard box,Yes,Contains organic cotton and eco resin,0.7783661820242541,62,100,High,Use recycled glass containers that are reusable and easily recyclable.
Lite NAME_8607_KWF GAI,Cosmetics,Plastic bottle (HDPE),Yes,Contains aluminium and colorants,0.5913639804811075,32,76.461,High,Adopt bamboo-based packaging that is compostable and renewable.
Mini NAME_8608_1OR LQU,Food,Laminated foil pouch,Yes,Contains aluminium and eco resin,1.255111152215641,64,67.215,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Urban NAME_8609_VMS K9A,Electronics,Rigid cardboard box,Yes,Contains bamboo and starch base,2.0614053683329936,115,93.073,High,Use eco-friendly packaging alternatives made from renewable materials.
Urban NAME_8610_3VS 02T,Electronics,Rigid cardboard box,Yes,Contains organic cotton and eco resin,2.682861455949253,116,88.145,High,Use eco-friendly packaging alternatives made from renewable materials.
Lite NAME_8611_DSV EPK,Daily-use,Plastic,Yes,Contains recycled wood and minor additives,2.7878949184113093,119,61.231,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Mini NAME_8612_XS9 F31,Food,Laminated foil pouch,Yes,Contains aluminium and minor additives,1.4823681557419746,64,68.347,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_8613_F1C 8Q9,Daily-use,Plastic,Yes,Contains recycled wood and binders,2.589115365200457,110,62.807,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Craft NAME_8614_ZBC IC1,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and binders,1.6213549862412282,96,63.963,Medium,Switch to recycled metal containers with minimal processing waste.
Prime NAME_8615_7Y3 F9A,Food,Laminated foil pouch,Yes,Contains hemp and eco resin,0.6840171536664278,61,65.992,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_8616_ILW NQ9,Daily-use,Plastic bottle (HDPE),Yes,Contains glass and adhesives,0.9397047249351832,56,73.559,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_8617_BMQ 51N,Food,Laminated foil pouch,No,Contains glass and eco resin,4.089688632144708,161,26.995,Low,Use eco-friendly packaging alternatives made from renewable materials.
Eco NAME_8618_244 T0C,Furniture,Corrugated cardboard,Yes,Contains organic cotton and colorants,3.9168177567615103,121,83.212,High,Use uncoated recycled paper with eco-friendly printing inks.
Craft NAME_8619_E0K C5H,Electronics,Rigid cardboard box,Yes,Contains bamboo and colorants,2.101616627565649,113,88.875,High,Use eco-friendly packaging alternatives made from renewable materials.
Smart NAME_8620_EEM 4TU,Furniture,Corrugated cardboard,No,Contains bioplastic and minor additives,4.751157975097076,195,50.61,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_8621_83L H9U,Electronics,Rigid cardboard box,Yes,Contains recycled wood and colorants,0.6090615399071964,45,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Smart NAME_8622_UH2 R35,Electronics,Rigid cardboard box,Yes,Contains recycled wood and eco resin,2.017346886552506,93,90.883,High,Switch to recycled metal containers with minimal processing waste.
Prime NAME_8623_O7R V7F,Food,Laminated foil pouch,Yes,Contains steel and binders,0.6772205419822975,61,67.086,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_8624_VI1 A9G,Daily-use,Plastic bottle (HDPE),No,Contains aluminium and eco resin,6.375209383258661,188,18.142,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Urban NAME_8625_DJU TLD,Food,Laminated foil pouch,Yes,Contains steel and starch base,1.0554228475400784,56,65.97,Medium,Use recycled glass containers that are reusable and easily recyclable.
Mini NAME_8626_9S9 8AB,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and starch base,2.2920634345090027,119,65.222,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Smart NAME_8627_KI8 6MG,Cosmetics,Plastic bottle (HDPE),Yes,Contains glass and colorants,0.4541102606274789,49,76.117,High,Use uncoated recycled paper with eco-friendly printing inks.
Urban NAME_8628_UGY RIT,Electronics,Rigid cardboard box,Yes,Contains glass and starch base,9.264076673094127,193,66.182,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Renew NAME_8629_RQB 7ZH,Cosmetics,Plastic bottle (HDPE),No,Contains bamboo and colorants,6.11774569833765,184,19.757,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_8630_2HJ S7C,Daily-use,Plastic,No,Contains bioplastic and minor additives,4.046008779498822,157,24.239,Low,Use eco-friendly packaging alternatives made from renewable materials.
Smart NAME_8631_WEN DGL,Furniture,Corrugated cardboard,Yes,Contains organic cotton and adhesives,4.46322758671557,119,84.215,High,Use uncoated recycled paper with eco-friendly printing inks.
Craft NAME_8632_T85 CUJ,Daily-use,Plastic,Yes,Contains aluminium and colorants,2.54278242116489,116,61.715,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Prime NAME_8633_61A 2Z6,Daily-use,Plastic,No,Contains aluminium and starch base,3.915243170648109,152,24.273,Low,Use eco-friendly packaging alternatives made from renewable materials.
Smart NAME_8634_5X5 T2J,Cosmetics,Plastic bottle (HDPE),No,Contains hemp and eco resin,4.065886304523437,146,27.269,Low,Use eco-friendly packaging alternatives made from renewable materials.
Mini NAME_8635_ODN VPD,Daily-use,Aluminum,Yes,Contains bioplastic and minor additives,1.6897373926474768,93,70.966,Medium,Switch to recycled metal containers with minimal processing waste.
Urban NAME_8636_8HO GRC,Electronics,Rigid cardboard box,Yes,Contains aluminium and binders,1.377346929842845,55,100,High,Use recycled glass containers that are reusable and easily recyclable.
Craft NAME_8637_IXE 2WU,Electronics,Rigid cardboard box,Yes,Contains organic cotton and eco resin,2.5872838762326134,128,92.996,High,Use eco-friendly packaging alternatives made from renewable materials.
Mini NAME_8638_JLV GPG,Cosmetics,Plastic bottle (HDPE),Yes,Contains steel and minor additives,0.7991790612872708,65,72.83,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Urban NAME_8639_C9Z M7O,Food,Laminated foil pouch,Yes,Contains recycled wood and starch base,9.016351482717928,201,42.954,Low,Replace with recycled aluminum that saves 90% of energy during production.
Eco NAME_8640_8HD VGB,Food,Laminated foil pouch,Yes,Contains bamboo and eco resin,0.5488357534894238,60,70.083,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Urban NAME_8641_ECW CIY,Cosmetics,Plastic bottle (HDPE),Yes,Contains organic cotton and minor additives,8.891073849812528,216,45.331,Low,Replace with recycled aluminum that saves 90% of energy during production.
Prime NAME_8642_R8M QSM,Furniture,Corrugated cardboard,Yes,Contains recycled wood and colorants,4.289224241428912,128,87.209,High,Use uncoated recycled paper with eco-friendly printing inks.
Urban NAME_8643_P8I E22,Furniture,Corrugated cardboard,Yes,Contains hemp and minor additives,4.067056430151052,116,88.892,High,Use uncoated recycled paper with eco-friendly printing inks.
Plus NAME_8644_V2C 1KZ,Electronics,Rigid cardboard box,No,Contains bamboo and binders,3.882940727952565,154,40.085,Low,Use eco-friendly packaging alternatives made from renewable materials.
Craft NAME_8645_N0D ZQV,Furniture,Corrugated cardboard,Yes,Contains steel and colorants,3.245738962716847,105,99.744,High,Use uncoated recycled paper with eco-friendly printing inks.
Prime NAME_8646_KXC DDH,Electronics,Rigid cardboard box,Yes,Contains organic cotton and minor additives,0.4683582291461005,52,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Eco NAME_8647_5B4 I3W,Food,Laminated foil pouch,Yes,Contains recycled wood and binders,8.675779552395898,199,41.716,Low,Replace with recycled aluminum that saves 90% of energy during production.
Mini NAME_8648_3N3 VNW,Furniture,Corrugated cardboard,Yes,Contains aluminium and starch base,2.027623523377385,76,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_8649_ZTH E22,Daily-use,Plastic bottle (HDPE),No,Contains bioplastic and starch base,5.774044142885625,188,22.201,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_8650_PM5 ZK8,Daily-use,Aluminum,Yes,Contains bamboo and binders,9.075777190084832,197,50.295,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Prime NAME_8651_R8B Q0C,Daily-use,Plastic bottle (HDPE),No,Contains bioplastic and binders,5.531623271682692,193,18.14,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_8652_OFH 5EV,Furniture,Corrugated cardboard,Yes,Contains recycled wood and colorants,2.907341723330533,85,91.2,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Lite NAME_8653_EGD PJ7,Cosmetics,Plastic bottle (HDPE),Yes,Contains glass and minor additives,8.619171476395152,186,45.467,Low,Replace with recycled aluminum that saves 90% of energy during production.
Urban NAME_8654_XOC GKA,Daily-use,Plastic bottle (HDPE),Yes,Contains aluminium and colorants,0.9852993465636076,56,73.287,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_8655_73D JRZ,Electronics,Rigid cardboard box,No,Contains bioplastic and binders,5.864437832486271,176,26.579,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_8656_QWG HB7,Electronics,Rigid cardboard box,Yes,Contains organic cotton and eco resin,2.148306386109545,106,93.383,High,Switch to recycled metal containers with minimal processing waste.
Green NAME_8657_N61 ARZ,Electronics,Rigid cardboard box,Yes,Contains steel and adhesives,-0.132051371,29,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Mini NAME_8658_1K2 VF9,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and minor additives,9.389223787631632,207,45.224,Low,Replace with recycled aluminum that saves 90% of energy during production.
Craft NAME_8659_5P1 DHG,Cosmetics,Plastic bottle (HDPE),Yes,Contains aluminium and eco resin,0.6869060005324741,30,79.945,High,Adopt bamboo-based packaging that is compostable and renewable.
Eco NAME_8660_T3P 577,Furniture,Corrugated cardboard,No,Contains bamboo and eco resin,5.2957471162985215,180,51.874,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_8661_HWU 6K3,Daily-use,Plastic,No,Contains hemp and starch base,3.60990904184023,138,26.917,Low,Use eco-friendly packaging alternatives made from renewable materials.
Smart NAME_8662_T3T LVZ,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and starch base,2.307848194902831,90,64.693,Medium,Switch to recycled metal containers with minimal processing waste.
Plus NAME_8663_LP0 R1F,Electronics,Rigid cardboard box,Yes,Contains bamboo and eco resin,0.1306048316700788,27,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Renew NAME_8664_1UL 331,Food,Laminated foil pouch,Yes,Contains hemp and adhesives,2.299006656108216,116,60.879,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_8665_2WJ UHR,Electronics,Rigid cardboard box,Yes,Contains aluminium and colorants,0.5036135788247353,27,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Urban NAME_8666_LAX NVG,Furniture,Corrugated cardboard,Yes,Contains glass and binders,2.601206420724771,104,99.74,High,Use uncoated recycled paper with eco-friendly printing inks.
Prime NAME_8667_7RY OOK,Furniture,Corrugated cardboard,Yes,Contains recycled wood and eco resin,1.6693794994583453,75,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smart NAME_8668_86Z DQY,Electronics,Rigid cardboard box,Yes,Contains glass and eco resin,9.303204898706232,183,64.966,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Smart NAME_8669_NP6 8AV,Furniture,Corrugated cardboard,Yes,Contains aluminium and minor additives,2.678538715873245,108,99.424,High,Use uncoated recycled paper with eco-friendly printing inks.
Lite NAME_8670_AEO 1JB,Electronics,Rigid cardboard box,No,Contains aluminium and starch base,3.6329210871932895,137,38.685,Low,Use eco-friendly packaging alternatives made from renewable materials.
Craft NAME_8671_UMS Z82,Food,Laminated foil pouch,No,Contains hemp and adhesives,5.867706689912029,181,16.436,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_8672_W0F R55,Food,Laminated foil pouch,Yes,Contains bioplastic and binders,0.9369382677932836,63,70.003,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_8673_Y1Y I4I,Food,Laminated foil pouch,Yes,Contains aluminium and starch base,1.165169006371895,51,66.93,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Renew NAME_8674_X6T VML,Cosmetics,Plastic bottle (HDPE),No,Contains bamboo and binders,6.320629384403351,192,21.043,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_8675_LKO D8N,Furniture,Corrugated cardboard,No,Contains bamboo and adhesives,4.624005435785287,198,50.656,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_8676_KJE LAE,Daily-use,Plastic bottle (HDPE),Yes,Contains glass and binders,0.9027307492005784,55,73.55,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Plus NAME_8677_LZ7 OG9,Cosmetics,Plastic bottle (HDPE),No,Contains glass and starch base,6.09018342850786,171,19.952,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_8678_P6T RMQ,Electronics,Rigid cardboard box,Yes,Contains hemp and starch base,1.0328792104295803,47,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Eco NAME_8679_I2I F0P,Daily-use,Plastic bottle (HDPE),No,Contains aluminium and adhesives,5.987322736012932,185,17.861,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Urban NAME_8680_K9X 7P4,Electronics,Rigid cardboard box,No,Contains hemp and minor additives,5.599405313861673,183,27.46,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_8681_CTY LE6,Electronics,Rigid cardboard box,Yes,Contains recycled wood and starch base,0.6179681823150571,30,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Smart NAME_8682_RWN YUL,Food,Laminated foil pouch,Yes,Contains bioplastic and binders,2.4020890230157224,110,60.009,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Eco NAME_8683_IYK LWU,Furniture,Corrugated cardboard,No,Contains recycled wood and starch base,5.4240180727335146,180,47.869,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_8684_YUZ 35R,Food,Laminated foil pouch,Yes,Contains recycled wood and minor additives,9.39113253659402,183,39.69,Low,Replace with recycled aluminum that saves 90% of energy during production.
Prime NAME_8685_3Q2 XFO,Food,Laminated foil pouch,Yes,Contains steel and starch base,1.1204830607825291,54,66.903,Medium,Use recycled glass containers that are reusable and easily recyclable.
Craft NAME_8686_JJG 08X,Food,Laminated foil pouch,Yes,Contains bioplastic and starch base,9.034479641113526,215,41.441,Low,Replace with recycled aluminum that saves 90% of energy during production.
Lite NAME_8687_QL5 QR1,Food,Laminated foil pouch,Yes,Contains glass and adhesives,0.7301488744935697,56,66.903,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Plus NAME_8688_6K5 PPS,Food,Laminated foil pouch,Yes,Contains glass and starch base,9.374949161390663,200,42.175,Low,Replace with recycled aluminum that saves 90% of energy during production.
Craft NAME_8689_W4X RS5,Cosmetics,Plastic bottle (HDPE),No,Contains organic cotton and starch base,4.188169594215204,164,25.931,Low,Use eco-friendly packaging alternatives made from renewable materials.
Urban NAME_8690_4YC 7PS,Electronics,Rigid cardboard box,Yes,Contains organic cotton and starch base,0.4022438827361596,45,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Plus NAME_8691_C1F 0K0,Furniture,Corrugated cardboard,Yes,Contains recycled wood and binders,3.643539707691802,121,85.214,High,Use uncoated recycled paper with eco-friendly printing inks.
Smart NAME_8692_AS6 EZH,Furniture,Corrugated cardboard,Yes,Contains steel and starch base,4.2059504702428505,130,85.218,High,Use uncoated recycled paper with eco-friendly printing inks.
Smart NAME_8693_SWL I9U,Cosmetics,Plastic bottle (HDPE),Yes,Contains organic cotton and minor additives,0.66014142509958,54,76.403,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_8694_7IN 9J8,Electronics,Rigid cardboard box,Yes,Contains glass and binders,0.5153607905431422,65,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_8695_UWK 31X,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and minor additives,1.2573750346706971,57,73.08,Medium,Use recycled glass containers that are reusable and easily recyclable.
Lite NAME_8696_6FV HF2,Electronics,Rigid cardboard box,Yes,Contains bamboo and eco resin,0.3943309044772655,29,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Plus NAME_8697_PST NVB,Furniture,Corrugated cardboard,Yes,Contains organic cotton and eco resin,2.118297303785425,87,94.411,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Craft NAME_8698_LNZ JGT,Food,Laminated foil pouch,No,Contains bamboo and binders,4.072124835332716,163,25.478,Low,Use eco-friendly packaging alternatives made from renewable materials.
Smart NAME_8699_9S7 QOC,Daily-use,Bamboo,Yes,Contains bamboo and binders,0.4622173230983601,28,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Renew NAME_8700_KRB CHD,Daily-use,Plastic bottle (HDPE),Yes,Contains bioplastic and binders,0.875825927914631,58,75.992,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_8701_JEC A2V,Electronics,Rigid cardboard box,Yes,Contains glass and binders,1.6368828882462558,61,100,High,Use recycled glass containers that are reusable and easily recyclable.
Craft NAME_8702_IIJ M8F,Daily-use,Aluminum,Yes,Contains organic cotton and starch base,8.8206637284032,181,48.977,Low,Replace with recycled aluminum that saves 90% of energy during production.
Urban NAME_8703_QNV GQY,Food,Laminated foil pouch,Yes,Contains bamboo and minor additives,2.742015967526594,121,60.475,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_8704_ED7 4T8,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and adhesives,1.2192533964891092,57,73.536,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_8705_L2E 3RR,Electronics,Rigid cardboard box,No,Contains glass and starch base,6.01097751772765,169,27.616,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_8706_W98 6AA,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and eco resin,0.0617667592642478,27,79.78,High,Adopt bamboo-based packaging that is compostable and renewable.
Mini NAME_8707_MY4 GP5,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and adhesives,2.44063933401577,109,65.936,Medium,Switch to recycled metal containers with minimal processing waste.
Plus NAME_8708_B0F GWZ,Daily-use,Plastic bottle (HDPE),No,Contains organic cotton and starch base,6.201002182818657,175,18.14,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_8709_71O YUP,Food,Laminated foil pouch,No,Contains steel and eco resin,5.775753077654325,192,16.564,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Urban NAME_8710_30B DYQ,Cosmetics,Plastic bottle (HDPE),Yes,Contains glass and minor additives,2.270955523989224,128,64.493,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_8711_DZ9 F9Y,Furniture,Corrugated cardboard,Yes,Contains bioplastic and colorants,3.04830818074709,103,99.864,High,Use uncoated recycled paper with eco-friendly printing inks.
Renew NAME_8712_P09 ZJY,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and adhesives,0.5403098252584861,30,76.599,High,Adopt bamboo-based packaging that is compostable and renewable.
Craft NAME_8713_JK6 TXB,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and starch base,1.10614743516103,61,75.637,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_8714_NDA 5F8,Electronics,Rigid cardboard box,Yes,Contains bioplastic and binders,0.665657103578803,45,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Prime NAME_8715_WIB YH3,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and eco resin,9.08025604757633,214,46.616,Low,Replace with recycled aluminum that saves 90% of energy during production.
Craft NAME_8716_DBW I62,Food,Laminated foil pouch,No,Contains steel and adhesives,3.920212413110889,144,24.365,Low,Use eco-friendly packaging alternatives made from renewable materials.
Mini NAME_8717_K1E 5TE,Electronics,Rigid cardboard box,Yes,Contains aluminium and minor additives,0.3006202959702346,30,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Smart NAME_8718_O1Q NCA,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and adhesives,1.414905885413663,61,73.333,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_8719_052 T4I,Electronics,Rigid cardboard box,Yes,Contains bioplastic and eco resin,2.125343607555267,110,93.533,High,Use eco-friendly packaging alternatives made from renewable materials.
Mini NAME_8720_98N B1O,Food,Laminated foil pouch,Yes,Contains bamboo and starch base,1.7956307968666172,91,62.483,Medium,Switch to recycled metal containers with minimal processing waste.
Renew NAME_8721_5MC IJH,Electronics,Rigid cardboard box,No,Contains organic cotton and eco resin,4.119204426379937,161,41.081,Low,Use eco-friendly packaging alternatives made from renewable materials.
Smart NAME_8722_1DM 87P,Food,Laminated foil pouch,Yes,Contains aluminium and colorants,0.831766778708817,61,69.1,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
